url,type,name,http_status,is_self_canonical,canonical_found,is_index_allowed,is_server_rendered,title,has_desc,schema_valid,overall_status
https://collectibles.uy/marca/jakks-pacific,BRAND,"Jakks Pacific",200,YES,https://collectibles.uy/marca/jakks-pacific,YES,YES,"Jakks Pacific en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/marca/boss-fight-studio,BRAND,"Boss Fight Studio",200,YES,https://collectibles.uy/marca/boss-fight-studio,YES,YES,"Boss Fight Studio en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/marca/mezco-toyz,BRAND,"Mezco Toyz",200,YES,https://collectibles.uy/marca/mezco-toyz,YES,YES,"Mezco Toyz en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/marca/dasin-model,BRAND,"Dasin Model",200,YES,https://collectibles.uy/marca/dasin-model,YES,YES,"Dasin Model en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/producto/peluche-gashouse-pat-ootie-coral-claro,PRODUCT,"Gas House Gang Plush - Pat-ootie",200,YES,https://collectibles.uy/producto/peluche-gashouse-pat-ootie-coral-claro,YES,YES,"Funko Pop Pat-ootie | Collectibles | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/producto/figura-neca-ultimate---chucky-tv-series-3029,PRODUCT,"Figura Neca Ultimate - Chucky Tv Series",200,YES,https://collectibles.uy/producto/figura-neca-ultimate---chucky-tv-series-3029,YES,YES,"Figura Neca Ultimate - Chucky Tv Series | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/marca/bandai,BRAND,"Bandai",200,YES,https://collectibles.uy/marca/bandai,YES,YES,"Bandai en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/marca/panini,BRAND,"Panini",200,YES,https://collectibles.uy/marca/panini,YES,YES,"Panini en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/producto/eclipse-five-nights-freddy-s-security-breach-ruin-funko-4691,PRODUCT,"Eclipse Five Nights Freddy´s Security Breach Ruin Funko",200,YES,https://collectibles.uy/producto/eclipse-five-nights-freddy-s-security-breach-ruin-funko-4691,YES,YES,"Eclipse Five Nights Freddy´s Security Breach Ruin Funko | Collectibles",YES,YES,PASS
https://collectibles.uy/marca/figgyz,BRAND,"Figgyz",200,YES,https://collectibles.uy/marca/figgyz,YES,YES,"Figgyz en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/producto/chucky-tv-series-ultimate-neca-4996,PRODUCT,"Chucky Tv Series Ultimate Neca",200,YES,https://collectibles.uy/producto/chucky-tv-series-ultimate-neca-4996,YES,YES,"Chucky Tv Series Ultimate Neca | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/producto/funko-pop-marvel-eternals-gilgamesh,PRODUCT,"Funko Pop Marvel: Eternals - Gilgamesh",200,YES,https://collectibles.uy/producto/funko-pop-marvel-eternals-gilgamesh,YES,YES,"Funko Pop Gilgamesh | Eternals | Collectibles | Collectibles Uruguay",YES,YES,PASS
